ID,Rol,Acusado,Victima,Sexo,Edad,Rango etario,Año,Mes,Día,Día semana,Hora,Hora completa,Num víctimas,Participantes,Fecha fallecimiento,Lugar del hecho,Tipo de calle,Calle,Cruce,Dirección normalizada,Comuna,Barrios,Coordenada,Pos x,Pos y
2017-0064,PASAJERO_ACOMPAÑANTE,AUTO,CARGAS,MASCULINO,61,Entre 61 y 80,2017,5,20,Sabado,5,05:00:00,1,CARGAS-AUTO,2017-05-20,MAIPU Y PERON,CALLE,MAIPU,"PERON, JUAN DOMINGO, TTE. GENERAL","MAIPU y PERON, JUAN DOMINGO, TTE. GENERAL",COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.37653284,-34.60582475",-58.37653284,-34.60582475
2017-0065,CICLISTA,CARGAS,BICICLETA,MASCULINO,21,Entre 21 y 40,2017,5,22,Lunes,16,16:00:00,1,BICICLETA-CARGAS,2017-05-22,AV. SUAREZ Y HERRERA,AVENIDA,SUAREZ AV.,HERRERA,SUAREZ AV. y HERRERA,COMUNA 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"-58.37709334,-34.64035082",-58.37709334,-34.64035082
2017-0066,PEATON,PASAJEROS,PEATON,MASCULINO,10,Menos de 20,2017,5,22,Lunes,18,18:10:00,1,PEATON-PASAJEROS,2017-05-22,AV. SAN MARTIN Y FRAGATA SARMIENTO,AVENIDA,SAN MARTIN AV.,FRAGATA PRES. SARMIENTO,SAN MARTIN AV. y FRAGATA PRES. SARMIENTO,COMUNA 15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,"-58.46002142,-34.60409469",-58.46002142,-34.60409469
2017-0067,CONDUCTOR,CARGAS,MOTO,MASCULINO,21,Entre 21 y 40,2017,5,23,Martes,2,02:45:00,1,MOTO-CARGAS,2017-05-23,AV. DIRECTORIO Y AV. JOSE MARIA MORENO,AVENIDA,DIRECTORIO AV.,"MORENO, JOSE MARIA AV.","DIRECTORIO AV. y MORENO, JOSE MARIA AV.",COMUNA 6,CABALLITO,"-58.4338197,-34.62801894",-58.4338197,-34.62801894
2017-0068,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,32,Entre 21 y 40,2017,5,27,Sabado,19,19:50:00,1,MOTO-OBJETO FIJO,2017-05-27,AV. TTE. FRANCISCO RABANAL 2950,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",,"RABANAL, FRANCISCO, INTENDENTE AV. 2950",COMUNA 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"-58.43580656,-34.66437532",-58.43580656,-34.66437532
2017-0069,CONDUCTOR,SD,MOTO,MASCULINO,39,Entre 21 y 40,2017,5,24,Miercoles,14,14:15:00,1,MOTO-SD,2017-05-29,AV. GRAL. PAZ Y ULRICO SCHMIDL,GRAL PAZ,"PAZ, GRAL. AV.","SCHMIDL, ULRICO","PAZ, GRAL. AV. y SCHMIDL, ULRICO",COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"-58.52173071,-34.65997463",-58.52173071,-34.65997463
2017-0070,PEATON,AUTO,PEATON,MASCULINO,80,Más de 80,2017,5,30,Martes,13,13:20:00,1,PEATON-AUTO,2017-05-31,NUEVA YORK  3696,CALLE,NUEVA YORK,,NUEVA YORK 3696,COMUNA 11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,"-58.50791763,-34.59804273",-58.50791763,-34.59804273
2017-0072,CONDUCTOR,AUTO,AUTO,MASCULINO,25,Entre 21 y 40,2017,6,3,Sabado,23,23:20:00,1,AUTO-AUTO,2017-06-03,AV. DE LOS CONSTITUYENTES Y VALLEJOS,AVENIDA,DE LOS CONSTITUYENTES AV.,VALLEJOS,DE LOS CONSTITUYENTES AV. y VALLEJOS,COMUNA 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,"-58.49175088,-34.58226957",-58.49175088,-34.58226957
2017-0073,CONDUCTOR,AUTO,MOTO,MASCULINO,19,Menos de 20,2017,6,4,Domingo,9,09:00:00,1,MOTO-AUTO,2017-06-04,AV. CORRIENTES Y ECUADOR,AVENIDA,CORRIENTES AV.,ECUADOR,CORRIENTES AV. y ECUADOR,COMUNA 3,BALVANERA - SAN CRISTOBAL,"-58.40781467,-34.60425669",-58.40781467,-34.60425669
2017-0074,SD,SD,SD,MASCULINO,70,Entre 61 y 80,2017,6,4,Domingo,12,12:50:00,1,SD-SD,2017-06-04,CASCO 133,CALLE,CASCO,,CASCO 133,COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"-58.52567073,-34.63787791",-58.52567073,-34.63787791
2017-0075,PEATON,MOTO,PEATON,MASCULINO,55,Entre 41 y 60,2017,6,12,Lunes,22,22:38:00,1,PEATON-MOTO,2017-06-12,AV. DE MAYO Y AV. 9 DE JULIO,AVENIDA,DE MAYO AV.,9 DE JULIO AV.,DE MAYO AV. y 9 DE JULIO AV.,COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.381542,-34.60906385",-58.381542,-34.60906385
2017-0076,PEATON,CARGAS,PEATON,FEMENINO,30,Entre 21 y 40,2017,6,13,Martes,14,14:50:00,1,PEATON-CARGAS,2017-06-13,AV. RAMON CASTILLO Y CALLE 12,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",CALLE 12 (NO OFICIAL),"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",COMUNA 2,RECOLETA,"-58.38526125,-34.5780581",-58.38526125,-34.5780581
2017-0077,CONDUCTOR,CARGAS,MOTO,FEMENINO,60,Entre 61 y 80,2017,6,17,Sabado,23,23:45:00,1,MOTO-CARGAS,2017-06-18,FRAY JUSTO SANTAMARIA DE ORO 1930,CALLE,FRAY JUSTO SANTAMARIA DE ORO,,FRAY JUSTO SANTAMARIA DE ORO 1930,COMUNA 14,PALERMO,"-58.42934104,-34.58451712",-58.42934104,-34.58451712
2017-0079,CONDUCTOR,CARGAS,MOTO,MASCULINO,33,Entre 21 y 40,2017,6,19,Lunes,16,16:26:00,1,MOTO-CARGAS,2017-06-19,MEXICO Y DEAN FUNES,CALLE,MEXICO,DEAN FUNES,MEXICO y DEAN FUNES,COMUNA 3,BALVANERA - SAN CRISTOBAL,"-58.40657493,-34.61781124",-58.40657493,-34.61781124
2017-0080,PEATON,CARGAS,PEATON,FEMENINO,95,Más de 80,2017,6,22,Jueves,10,10:15:00,1,PEATON-CARGAS,2017-06-22,AV. JUAN B ALBERDI Y AV. ESCALADA,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",ESCALADA AV.,"ALBERDI, JUAN BAUTISTA AV. y ESCALADA AV.",COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"-58.49525314,-34.64487785",-58.49525314,-34.64487785
2017-0082,PEATON,AUTO,PEATON,MASCULINO,36,Entre 21 y 40,2017,6,25,Domingo,22,22:40:00,1,PEATON-AUTO,2017-06-25,AV. ENTRE RIOS Y AV. BRASIL,AVENIDA,ENTRE RIOS AV.,BRASIL,ENTRE RIOS AV. y BRASIL,COMUNA 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"-58.39092851,-34.62932696",-58.39092851,-34.62932696
2017-0083,CONDUCTOR,CARGAS,MOTO,MASCULINO,37,Entre 21 y 40,2017,7,4,Martes,0,00:25:00,1,MOTO-CARGAS,2017-07-04,AV. JUAN B ALBERDI Y GUARDIA NACIONAL,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",GUARDIA NACIONAL,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"-58.49603546,-34.64564271",-58.49603546,-34.64564271
2017-0084,PEATON,PASAJEROS,PEATON,FEMENINO,73,Entre 61 y 80,2017,7,5,Miercoles,12,12:49:00,1,PEATON-PASAJEROS,2017-07-05,AV. DEL LIBERTADOR Y RODRIGUEZ PEÑA,AVENIDA,DEL LIBERTADOR AV.,RODRIGUEZ PE?A,DEL LIBERTADOR AV. y RODRIGUEZ PEÃ‘A,COMUNA 2,RECOLETA,"-58.38502878,-34.58703485",-58.38502878,-34.58703485
2017-0085,PEATON,PASAJEROS,PEATON,MASCULINO,84,Más de 80,2017,7,7,Viernes,14,14:15:00,1,PEATON-PASAJEROS,2017-07-07,TACUARI Y AV. MARTIN GARCIA,AVENIDA,TACUARI,"GARCIA, MARTIN AV.","TACUARI y GARCIA, MARTIN AV.",COMUNA 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"-58.37261143,-34.63150425",-58.37261143,-34.63150425
2017-0086,PEATON,MOTO,PEATON,FEMENINO,30,Entre 21 y 40,2017,7,9,Domingo,7,07:30:00,1,PEATON-MOTO,2017-07-09,AV. RIVADAVIA Y MURGUIONDO,AVENIDA,RIVADAVIA AV.,MURGUIONDO,RIVADAVIA AV. y MURGUIONDO,COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"-58.51876802,-34.63905965",-58.51876802,-34.63905965
2017-0087,PEATON,AUTO,PEATON,FEMENINO,73,Entre 61 y 80,2017,7,10,Lunes,10,10:45:00,1,PEATON-AUTO,2017-07-10,24 DE NOVIEMBRE 390,CALLE,24 DE NOVIEMBRE,,24 DE NOVIEMBRE 390,COMUNA 3,BALVANERA - SAN CRISTOBAL,"-58.41095567,-34.61516101",-58.41095567,-34.61516101
2017-0088,PEATON,PASAJEROS,PEATON,MASCULINO,43,Entre 41 y 60,2017,7,10,Lunes,22,22:30:00,1,PEATON-PASAJEROS,2017-07-10,AV. PASEO COLON Y BRASIL,AVENIDA,PASEO COLON AV.,BRASIL AV.,PASEO COLON AV. y BRASIL AV.,COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.36797542,-34.62519403",-58.36797542,-34.62519403
2017-0089,SD,AUTO,SD,MASCULINO,23,Entre 21 y 40,2017,7,13,Jueves,12,12:05:00,1,SD-AUTO,,MARTINIANO LEGUIZAMON 901,CALLE,"LEGUIZAMON, MARTINIANO",,"LEGUIZAMON, MARTINIANO 901",COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"-58.51514709,-34.64787051",-58.51514709,-34.64787051
2017-0090,PEATON,AUTO,PEATON,MASCULINO,22,Entre 21 y 40,2017,7,15,Sabado,5,05:15:00,1,PEATON-AUTO,2017-07-15,AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ ,GRAL PAZ,CHIVILCOY AV.,"PAZ, GRAL. AV.","CHIVILCOY AV. y PAZ, GRAL. AV.",COMUNA 11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,"-58.51925642,-34.59171721",-58.51925642,-34.59171721
2017-0091,CONDUCTOR,SD,MOTO,MASCULINO,58,Entre 41 y 60,2017,7,15,Sabado,13,13:00:00,1,MOTO-SD,2017-07-15,SUPERI Y AV. GRAL. PAZ,GRAL PAZ,SUPERI,"PAZ, GRAL. AV.","SUPERI y PAZ, GRAL. AV.",COMUNA 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,"-58.48671535,-34.54321216",-58.48671535,-34.54321216
2017-0092,PEATON,AUTO,PEATON,MASCULINO,66,Entre 61 y 80,2017,7,24,Lunes,22,22:16:01,1,PEATON-AUTO,2017-07-24,AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR),AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.38268809,-34.62282019",-58.38268809,-34.62282019
2017-0093,PEATON,AUTO,PEATON,MASCULINO,0,Menos de 20,2017,7,25,Martes,16,16:48:40,1,PEATON-AUTO,2017-07-25,"AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO",AUTOPISTA,"LUGONES, LEOPOLDO AV.",PUENTE DISTRIBUIDOR SCALABRINI ORTIZ,"LUGONES, LEOPOLDO AV. y PUENTE DISTRIBUIDOR SCALABRINI ORTIZ",COMUNA 13,BELGRANO - COLEGIALES - NUÃ‘EZ,"-58.43633522,-34.54966288",-58.43633522,-34.54966288
2017-0094,CICLISTA,CARGAS,BICICLETA,FEMENINO,56,Entre 41 y 60,2017,7,27,Jueves,8,08:50:00,1,BICICLETA-CARGAS,2017-07-27,VICTOR HUGO 2639,CALLE,"HUGO, VICTOR",,"HUGO, VICTOR 2639",COMUNA 10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,"-58.52640838,-34.61765855",-58.52640838,-34.61765855
2017-0095,CONDUCTOR,AUTO,MOTO,MASCULINO,36,Entre 21 y 40,2017,8,6,Domingo,8,08:00:00,1,MOTO-AUTO,2017-08-06,AV. CORDOBA Y JERONIMO SALGUERO,AVENIDA,CORDOBA AV.,"SALGUERO, JERONIMO","CORDOBA AV. y SALGUERO, JERONIMO",COMUNA 14,PALERMO,"-58.41894306,-34.59778875",-58.41894306,-34.59778875
2017-0096,PEATON,PASAJEROS,PEATON,MASCULINO,87,Más de 80,2017,8,7,Lunes,19,19:50:00,1,PEATON-PASAJEROS,2017-08-07,AV. CABILDO Y NUÑEZ,AVENIDA,CABILDO AV.,NU?EZ,CABILDO AV. y NUÃ‘EZ,COMUNA 13,BELGRANO - COLEGIALES - NUÃ‘EZ,"-58.46756026,-34.54972741",-58.46756026,-34.54972741
2017-0098,PEATON,AUTO,PEATON,FEMENINO,61,Entre 61 y 80,2017,8,8,Martes,12,12:10:00,1,PEATON-AUTO,2017-08-08,JOSE BONIFACIO 2114,CALLE,"BONIFACIO, JOSE",,"BONIFACIO, JOSE 2114",COMUNA 7,FLORES - PARQUE CHACABUCO,"-58.45715752,-34.63132912",-58.45715752,-34.63132912
2017-0099,CICLISTA,AUTO,BICICLETA,MASCULINO,28,Entre 21 y 40,2017,8,17,Jueves,19,19:45:00,1,BICICLETA-AUTO,2017-08-17,AV. PTE FIGUEROA ALCORTA 5400,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",,"FIGUEROA ALCORTA, PRES. AV. 5400",COMUNA 14,PALERMO,"-58.42406784,-34.56213916",-58.42406784,-34.56213916
2017-0100,PASAJERO_ACOMPAÑANTE,OBJETO FIJO,MOTO,FEMENINO,16,Menos de 20,2017,8,21,Lunes,7,07:45:00,1,MOTO-OBJETO FIJO,2017-08-21,VENEZUELA 2135,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,,REPUBLICA BOLIVARIANA DE VENEZUELA 2135,COMUNA 3,BALVANERA - SAN CRISTOBAL,"-58.3967447,-34.61512051",-58.3967447,-34.61512051
2017-0101,PEATON,MULTIPLE,PEATON,FEMENINO,61,Entre 61 y 80,2017,8,23,Miercoles,10,10:00:00,1,MULTIPLE,2017-08-23,AV. FCO. LACROZE Y ZAPATA,AVENIDA,"LACROZE, FEDERICO AV.",ZAPATA,"LACROZE, FEDERICO AV. y ZAPATA",COMUNA 13,BELGRANO - COLEGIALES - NUÃ‘EZ,"-58.44537508,-34.57084818",-58.44537508,-34.57084818
2017-0102,PEATON,CARGAS,PEATON,MASCULINO,46,Entre 41 y 60,2017,8,24,Jueves,1,01:10:00,1,PEATON-CARGAS,2017-08-24,IRIARTE Y ZAVALETA,AVENIDA,"IRIARTE, GRAL. AV.",ZAVALETA,"IRIARTE, GRAL. AV. y ZAVALETA",COMUNA 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"-58.40056767,-34.6510708",-58.40056767,-34.6510708
2017-0104,PEATON,CARGAS,PEATON,FEMENINO,18,Menos de 20,2017,8,25,Viernes,9,09:00:00,1,PEATON-CARGAS,2017-08-25,AV. 9 DE JULIO Y ESTADOS UNIDOS,AVENIDA,9 DE JULIO AV.,ESTADOS UNIDOS,9 DE JULIO AV. y ESTADOS UNIDOS,COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.38109568,-34.61853244",-58.38109568,-34.61853244
2017-0106,PEATON,PASAJEROS,PEATON,FEMENINO,85,Más de 80,2017,8,31,Jueves,19,19:50:00,1,PEATON-PASAJEROS,2017-08-31,FRAY JUSTO SANTAMARIA DE ORO Y GUEMES,CALLE,FRAY JUSTO SANTAMARIA DE ORO,GUEMES,FRAY JUSTO SANTAMARIA DE ORO y GUEMES,COMUNA 14,PALERMO,"-58.42533612,-34.58035258",-58.42533612,-34.58035258
2017-0107,CONDUCTOR,CARGAS,MOTO,MASCULINO,41,Entre 41 y 60,2017,9,1,Viernes,11,11:30:00,1,MOTO-CARGAS,2017-09-01,AV. DEL LIBERTADOR Y JARAMILLO,AVENIDA,DEL LIBERTADOR AV.,JARAMILLO,DEL LIBERTADOR AV. y JARAMILLO,COMUNA 13,BELGRANO - COLEGIALES - NUÃ‘EZ,"-58.46062311,-34.54395182",-58.46062311,-34.54395182
2017-0108,PASAJERO_ACOMPAÑANTE,AUTO,OBJETO FIJO,MASCULINO,17,Menos de 20,2017,9,2,Sabado,4,04:53:08,2,AUTO-OBJETO FIJO,2017-09-02,AV. GRAL. PAZ Y MACHAIN,GRAL PAZ,"PAZ, GRAL. AV.",MACHAIN,"PAZ, GRAL. AV. y MACHAIN",COMUNA 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,"-58.49491054,-34.54795581",-58.49491054,-34.54795581
2017-0108,PASAJERO_ACOMPAÑANTE,AUTO,OBJETO FIJO,MASCULINO,10,Menos de 20,2017,9,2,Sabado,4,04:53:08,2,AUTO-OBJETO FIJO,2017-09-02,AV. GRAL. PAZ Y MACHAIN,GRAL PAZ,"PAZ, GRAL. AV.",MACHAIN,"PAZ, GRAL. AV. y MACHAIN",COMUNA 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,"-58.49491054,-34.54795581",-58.49491054,-34.54795581
2017-0109,CONDUCTOR,AUTO,MOTO,MASCULINO,21,Entre 21 y 40,2017,9,4,Lunes,21,21:00:00,1,MOTO-AUTO,2017-09-05,AV. DIRECTORIO Y PORTELA,AVENIDA,DIRECTORIO AV.,PORTELA,DIRECTORIO AV. y PORTELA,COMUNA 7,FLORES - PARQUE CHACABUCO,"-58.47130269,-34.63665402",-58.47130269,-34.63665402
2017-0110,PEATON,PASAJEROS,PEATON,MASCULINO,56,Entre 41 y 60,2017,9,6,Miercoles,14,14:15:00,1,PEATON-PASAJEROS,2017-09-07,LAVALLE Y AV. LEANDRO N ALEM,AVENIDA,LAVALLE,"ALEM, LEANDRO N. AV.","LAVALLE y ALEM, LEANDRO N. AV.",COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.370488,-34.60189492",-58.370488,-34.60189492
2017-0111,PEATON,CARGAS,PEATON,FEMENINO,79,Entre 61 y 80,2017,9,7,Jueves,18,18:23:37,1,PEATON-CARGAS,2017-09-07,USPALLATA Y PIROVANO,CALLE,USPALLATA,PIROVANO,USPALLATA y PIROVANO,COMUNA 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"-58.42023854,-34.6423411",-58.42023854,-34.6423411
2017-0112,PASAJERO_ACOMPAÑANTE,OBJETO FIJO,AUTO,MASCULINO,1,Menos de 20,2017,9,10,Domingo,9,09:32:17,2,AUTO-OBJETO FIJO,,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,AUTOPISTA 25 DE MAYO,,AUTOPISTA 25 DE MAYO y VARELA AV.,COMUNA 7,FLORES - PARQUE CHACABUCO,"-58.45807401,-34.6399743",-58.45807401,-34.6399743
2017-0112,PASAJERO_ACOMPAÑANTE,OBJETO FIJO,AUTO,MASCULINO,0,Menos de 20,2017,9,10,Domingo,9,09:32:17,2,AUTO-OBJETO FIJO,2017-09-13,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,AUTOPISTA 25 DE MAYO,,AUTOPISTA 25 DE MAYO y VARELA AV.,COMUNA 7,FLORES - PARQUE CHACABUCO,"-58.45807401,-34.6399743",-58.45807401,-34.6399743
2017-0113,PEATON,PASAJEROS,PEATON,FEMENINO,76,Entre 61 y 80,2017,9,11,Lunes,6,06:30:00,1,PEATON-PASAJEROS,2017-09-11,AV. SANTA FE Y MAIPU,AVENIDA,SANTA FE AV.,MAIPU,SANTA FE AV. y MAIPU,COMUNA 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"-58.37697717,-34.59573848",-58.37697717,-34.59573848
2017-0114,CONDUCTOR,OBJETO FIJO,AUTO,MASCULINO,26,Entre 21 y 40,2017,9,15,Viernes,2,02:30:00,1,AUTO-OBJETO FIJO,2017-09-15,AV. ALVEAR Y AV. DEL LIBERTADOR,AVENIDA,ALVEAR AV.,DEL LIBERTADOR AV.,ALVEAR AV. y DEL LIBERTADOR AV.,COMUNA 2,RECOLETA,"-58.3910058,-34.5849866",-58.3910058,-34.5849866
2017-0115,CONDUCTOR,BICICLETA,MOTO,MASCULINO,34,Entre 21 y 40,2017,9,19,Martes,18,18:52:33,1,MOTO-BICICLETA,,AV. PAVON Y TREINTA Y TRES ORIENTALES,AVENIDA,PAVON AV.,TREINTA Y TRES ORIENTALES,PAVON AV. y TREINTA Y TRES ORIENTALES,COMUNA 5,ALMAGRO - BOEDO,"-58.42182126,-34.63089661",-58.42182126,-34.63089661
2017-0116,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,22,Entre 21 y 40,2017,9,20,Miercoles,22,22:24:00,1,MOTO-OBJETO FIJO,2017-09-20,COLECTORA AV. GRAL. PAZ 5750,GRAL PAZ,"PAZ, GRAL. AV.",,"PAZ, GRAL. AV. 5750",COMUNA 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,"-58.51389422,-34.58075791",-58.51389422,-34.58075791
2017-0118,PASAJERO_ACOMPAÑANTE,AUTO,MOTO,FEMENINO,26,Entre 21 y 40,2017,9,22,Viernes,7,07:02:09,1,MOTO-AUTO,2017-09-29,VIEYTES Y CRUZ,AVENIDA,VIEYTES,"CRUZ, OSVALDO AV.","VIEYTES y CRUZ, OSVALDO AV.",COMUNA 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"-58.37585415,-34.65232158",-58.37585415,-34.65232158
2017-0120,CONDUCTOR,CARGAS,MOTO,MASCULINO,20,Entre 21 y 40,2017,10,2,Lunes,15,15:55:33,1,MOTO-CARGAS,2017-10-02,AU DELLEPIANE Y AV. ESCALADA,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,ESCALADA AV.,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"-58.47297505,-34.66245085",-58.47297505,-34.66245085
2017-0123,PEATON,AUTO,PEATON,FEMENINO,36,Entre 21 y 40,2017,10,10,Martes,1,01:05:38,1,PEATON-AUTO,2017-10-10,ALBARIÑO Y AV. ARGENTINA,AVENIDA,ALBARI?O,ARGENTINA AV.,ALBARIÃ‘O y ARGENTINA AV.,COMUNA 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"-58.46855503,-34.67216349",-58.46855503,-34.67216349
2017-0124,CONDUCTOR,PASAJEROS,MOTO,MASCULINO,51,Entre 41 y 60,2017,10,12,Jueves,14,14:40:28,1,MOTO-PASAJEROS,2017-10-12,JUAN RAMIREZ DE VELAZCO 1211,CALLE,"RAMIREZ DE VELASCO, JUAN",,"RAMIREZ DE VELASCO, JUAN 1211",COMUNA 15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,"-58.44254033,-34.59185043",-58.44254033,-34.59185043
2017-0125,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,29,Entre 21 y 40,2017,10,13,Viernes,6,06:12:20,1,MOTO-OBJETO FIJO,2017-10-13,AV. FERNANDEZ DE LA CRUZ Y LARRAYA,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",LARRAYA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y LARRAYA",COMUNA 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"-58.46622247,-34.67926929",-58.46622247,-34.67926929
2017-0126,PASAJERO_ACOMPAÑANTE,OBJETO FIJO,AUTO,MASCULINO,39,Entre 21 y 40,2017,10,14,Sabado,6,06:15:00,2,AUTO-OBJETO FIJO,,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,RIESTRA AV.,CA?ADA DE GOMEZ,RIESTRA AV. y CAÃ‘ADA DE GOMEZ,COMUNA 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"-58.48003734,-34.68148508",-58.48003734,-34.68148508
2017-0126,CONDUCTOR,OBJETO FIJO,AUTO,MASCULINO,36,Entre 21 y 40,2017,10,14,Sabado,6,06:15:00,2,AUTO-OBJETO FIJO,2017-10-14,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,RIESTRA AV.,CA?ADA DE GOMEZ,RIESTRA AV. y CAÃ‘ADA DE GOMEZ,COMUNA 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"-58.48003734,-34.68148508",-58.48003734,-34.68148508
2017-0127,PASAJERO_ACOMPAÑANTE,MOTO,MOTO,MASCULINO,24,Entre 21 y 40,2017,10,16,Lunes,7,07:45:00,1,MOTO-MOTO,2017-10-16,GALLO Y AV. CORDOBA,AVENIDA,GALLO,CORDOBA AV.,GALLO y CORDOBA AV.,COMUNA 2,RECOLETA,"-58.41192137,-34.59800248",-58.41192137,-34.59800248
2017-0128,PEATON,PASAJEROS,PEATON,FEMENINO,60,Entre 61 y 80,2017,10,17,Martes,12,12:30:00,1,PEATON-PASAJEROS,2017-10-17,DR. JUAN F. ARANGUREN 611,CALLE,"ARANGUREN, JUAN F., DR.",,"ARANGUREN, JUAN F., DR. 611",COMUNA 6,CABALLITO,"-58.44034689,-34.61349731",-58.44034689,-34.61349731
2017-0129,CONDUCTOR,PASAJEROS,MOTO,MASCULINO,57,Entre 41 y 60,2017,10,26,Jueves,19,19:15:15,1,MOTO-PASAJEROS,2017-10-26,AU PERITO MORENO Y AU 25 DE MAYO,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA 25 DE MAYO,AUTOPISTA PERITO MORENO y AUTOPISTA 25 DE MAYO,COMUNA 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"-58.47155277,-34.64925746",-58.47155277,-34.64925746
2017-0130,CONDUCTOR,CARGAS,AUTO,MASCULINO,23,Entre 21 y 40,2017,10,27,Viernes,5,05:30:00,1,AUTO-CARGAS,2017-10-27,CHORROARIN Y AV. SAN MARTIN,AVENIDA,CHORROARIN,SAN MARTIN AV.,CHORROARIN y SAN MARTIN AV.,COMUNA 15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,"-58.47883099,-34.59967065",-58.47883099,-34.59967065
